"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"11931","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11932","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11933","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11934","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11935","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11936","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11937","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11938","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11939","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11940","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11941","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11942","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11943","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11944","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11945","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11946","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11947","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11948","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11949","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11950","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11951","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11952","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11953","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11954","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11955","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11956","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11957","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11958","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11959","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11960","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11961","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11962","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11963","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11964","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11965","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11966","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11967","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11968","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11969","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11970","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11971","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11972","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11973","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11974","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11975","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11976","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11977","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11978","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11979","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11980","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11981","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11982","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11983","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11984","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11985","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11986","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11987","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11988","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11989","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11990","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11991","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11992","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11993","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11994","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11995","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11996","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11997","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11998","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"11999","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12000","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12001","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12002","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12003","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12004","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12005","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12006","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12007","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12008","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12009","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12010","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12011","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12012","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12013","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12014","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12015","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12016","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12017","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12018","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12019","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12020","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12021","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12022","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12023","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12024","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12025","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12026","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12027","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12028","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12029","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12030","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12031","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12032","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12033","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12034","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12035","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12036","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12037","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12038","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12039","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12040","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12041","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12042","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12043","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12044","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12045","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12046","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12047","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12048","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12049","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12050","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12051","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12052","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12053","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12054","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12055","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12056","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12057","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12058","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12059","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12060","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12061","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12062","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12063","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12064","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12065","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12066","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12067","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12068","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12069","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12070","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12071","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12072","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12073","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12074","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12075","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12076","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12077","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12078","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12079","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12080","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12081","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12082","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12083","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12084","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12085","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12086","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12087","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12088","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12089","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12090","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12091","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12092","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12093","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12094","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12095","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12096","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12097","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12098","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12099","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12100","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12101","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12102","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12103","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12104","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12105","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12106","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12107","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12108","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12109","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12110","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12111","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12112","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12113","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12114","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12115","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12116","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12117","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12118","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12119","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12120","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12121","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12122","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12123","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12124","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12125","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12126","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12127","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12128","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12129","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12130","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12131","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12132","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12133","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12134","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12135","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12136","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12137","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12138","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12139","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12140","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12141","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12142","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12143","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12144","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12145","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12146","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12147","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12148","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12149","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12150","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12151","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12152","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12153","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12154","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12155","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12156","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12157","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12158","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12159","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12160","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12161","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12162","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12163","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12164","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12165","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12166","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12167","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12168","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12169","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12170","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12171","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12172","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12173","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12174","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12175","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12176","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12177","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12178","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12179","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12180","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12181","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12182","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12183","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12184","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12185","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12186","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12187","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12188","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12189","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12190","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12191","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12192","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12193","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12194","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12195","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12196","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12197","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12198","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12199","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12200","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12201","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12202","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12203","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12204","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12205","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12206","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12207","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12208","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12209","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12210","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12211","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12212","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12213","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12214","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12215","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12216","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12217","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12218","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12219","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12220","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12221","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12222","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12223","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12224","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12225","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12226","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12227","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12228","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12229","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12230","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12231","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12232","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12233","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12234","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12235","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12236","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12237","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12238","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12239","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12240","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12241","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12242","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12243","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12244","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12245","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12246","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12247","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12248","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12249","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12250","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12251","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12252","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12253","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12254","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12255","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12256","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12257","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12258","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12259","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12260","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12261","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12262","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12263","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12264","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12265","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12266","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12267","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12268","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12269","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12270","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12271","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12272","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12273","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12274","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12275","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12276","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12277","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12278","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12279","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12280","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12281","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12282","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12283","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"12284","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
